State/Territory,Suburb/Locality,Postcode,MMM classification,,
Victoria,BEACONSFIELD UPPER,3808,1,,
Victoria,BEALIBA,3475,5,,
Victoria,BEARII,3641,5,,
Victoria,BEARS LAGOON,3517,5,,
Victoria,BEAUCHAMP,3579,5,,
Victoria,BEAUFORT (VIC),3373,5,,
Victoria,BEAUMARIS (VIC),3193,1,,
Victoria,BEAZLEYS BRIDGE,3477,5,,
Victoria,BEEAC,3251,5,,
Victoria,BEECH FOREST,3237,5,,
Victoria,BEECHWORTH,3747,5,,
Victoria,BEENAK,3139,2,,
Victoria,BELGRAVE,3160,1,,
Victoria,BELGRAVE HEIGHTS,3160,1,,
Victoria,BELGRAVE SOUTH,3160,1,,
Victoria,BELL PARK,3215,1,,
Victoria,BELL POST HILL,3215,1,,
Victoria,BELLARINE,3223,4,,
Victoria,BELLBIRD CREEK,3889,5,,
Victoria,BELLBRAE,3228,2,,
Victoria,BELLBRIDGE,3691,2,,
Victoria,BELLELLEN,3381,5,,
Victoria,BELLFIELD (VIC 3081),3081,1,,
Victoria,BELLFIELD (VIC 3381),3381,5,,
Victoria,BELLS BEACH,3228,3,,
Victoria,BELMONT (VIC),3216,1,,
Victoria,BEMM RIVER,3889,6,,
Victoria,BENA,3946,5,,
Victoria,BENALLA,3672,4,,
Victoria,BENAMBRA,3900,5,,
Victoria,BENAYEO,3319,5,,
Victoria,BEND OF ISLANDS,3097,2,,
Victoria,BENDIGO,3550,2,,
Victoria,BENDOC,3888,6,,
Victoria,BENGWORDEN,3875,5,,
Victoria,BENJEROOP,3579,5,,
Victoria,BENLOCH,3435,5,,
Victoria,BENNISON,3960,5,,
Victoria,BENTLEIGH,3204,1,,
Victoria,BENTLEIGH EAST,3165,1,,
Victoria,BENWERRIN,3235,5,,
Victoria,BEREMBOKE,3342,5,,
Victoria,BERRIMAL,3518,5,,
Victoria,BERRINGA,3351,5,,
Victoria,BERRINGAMA,3691,5,,
Victoria,BERRIWILLOCK,3531,5,,
Victoria,BERRYBANK,3323,5,,
Victoria,BERRYS CREEK,3953,5,,
Victoria,BERWICK,3806,1,,
Victoria,BESSIEBELLE,3304,5,,
Victoria,BET BET,3472,5,,
Victoria,BETE BOLONG,3888,5,,
Victoria,BETE BOLONG NORTH,3888,6,,
Victoria,BETHANGA,3691,5,,
Victoria,BETLEY,3472,5,,
Victoria,BEULAH (VIC),3395,6,,
Victoria,BEVERFORD,3590,5,,
Victoria,BEVERIDGE,3753,2,,
Victoria,BIG DESERT,3490,6,,
Victoria,BIG HILL (VIC 3231),3231,5,,
Victoria,BIG HILL (VIC 3555),3555,2,,
Victoria,BIG PATS CREEK,3799,5,,
Victoria,BIGGARA,3707,5,,
Victoria,BILLABONG,3858,5,,
Victoria,BIMBOURIE,3533,5,,
Victoria,BINDI,3896,5,,
Victoria,BINGINWARRI,3966,5,,
Victoria,BINGO MUNJIE,3898,5,,
Victoria,BIRCHIP,3483,5,,
Victoria,BIRCHIP WEST,3483,5,,
Victoria,BIRDWOODTON,3505,3,,
Victoria,BIRREGURRA,3242,5,,
Victoria,BITTERN,3918,1,,
Victoria,BLACK HILL (VIC),3350,2,,
Victoria,BLACK RANGE (VIC),3381,5,,
Victoria,BLACK ROCK (VIC),3193,1,,
Victoria,BLACKBURN,3130,1,,
Victoria,BLACKBURN NORTH,3130,1,,
Victoria,BLACKBURN SOUTH,3130,1,,
Victoria,BLACKHEATH (VIC),3401,5,,
Victoria,BLACKWARRY,3844,5,,
Victoria,BLACKWOOD (VIC),3458,5,,
Victoria,BLAIRGOWRIE,3942,1,,
Victoria,BLAKEVILLE,3342,5,,
Victoria,BLAMPIED,3364,5,,
Victoria,BLIND BIGHT,3980,1,,
Victoria,BLOWHARD,3352,2,,
Victoria,BO PEEP,3351,5,,
Victoria,BOBINAWARRAH,3678,5,,
Victoria,BOCHARA,3301,5,,
Victoria,BOGONG,3699,5,,
Victoria,BOHO,3669,5,,
Victoria,BOHO SOUTH,3669,5,,
Victoria,BOIGBEAT,3531,5,,
Victoria,BOINKA,3490,6,,
Victoria,BOISDALE,3860,5,,
Victoria,BOLANGUM,3387,5,,
Victoria,BOLINDA,3432,3,,
Victoria,BOLTON,3546,5,,
Victoria,BOLWARRA (VIC),3305,4,,
Victoria,BOLWARRAH,3352,5,,
Victoria,BONA VISTA,3820,4,,
Victoria,BONANG,3888,6,,
Victoria,BONBEACH,3196,1,,
Victoria,BONEGILLA,3691,2,,
Victoria,BONEO,3939,2,,
Victoria,BONN,3561,5,,
Victoria,BONNIE DOON (VIC),3720,5,,
Victoria,BONSHAW (VIC),3352,2,,
Victoria,BOOKAAR,3260,5,,
Victoria,BOOLA,3825,5,,
Victoria,BOOLARONG,3960,5,,
Victoria,BOOLARRA,3870,5,,
Victoria,BOOLARRA SOUTH,3870,5,,
Victoria,BOOLE POOLE,3880,5,,
Victoria,BOOLITE,3392,5,,
Victoria,BOOMAHNOOMOONAH,3728,5,,
Victoria,BOONAH (VIC),3235,5,,
Victoria,BOORCAN,3265,5,,
Victoria,BOORHAMAN,3678,5,,
Victoria,BOORHAMAN EAST,3678,5,,
Victoria,BOORHAMAN NORTH,3685,5,,
Victoria,BOOROLITE,3723,5,,
Victoria,BOOROOL,3953,5,,
Victoria,BOORT,3537,5,,
Victoria,BOOSEY,3730,5,,
Victoria,BORALMA,3682,3,,
Victoria,BORNES HILL,3379,5,,
Victoria,BORONIA,3155,1,,
Victoria,BORUNG,3518,5,,
Victoria,BOSTOCKS CREEK,3260,5,,
Victoria,BOTANIC RIDGE,3977,1,,
Victoria,BOUNDARY BEND,3599,5,,
Victoria,BOWENVALE,3465,5,,
Victoria,BOWEYA,3675,5,,
Victoria,BOWEYA NORTH,3675,5,,
Victoria,BOWMANS FOREST,3735,5,,
Victoria,BOWSER,3678,3,,
Victoria,BOX HILL (VIC),3128,1,,
Victoria,BOX HILL NORTH,3129,1,,
Victoria,BOX HILL SOUTH,3128,1,,
Victoria,BOXWOOD,3725,5,,
Victoria,BRADFORD,3463,5,,
Victoria,BRADVALE,3361,5,,
Victoria,BRAESIDE,3195,1,,
Victoria,BRANDY CREEK (VIC),3821,4,,
Victoria,BRANXHOLME,3302,5,,
Victoria,BRAVINGTON,3821,4,,
Victoria,BRAYBROOK,3019,1,,
Victoria,BREAKAWAY CREEK,3303,5,,
Victoria,BREAKWATER,3219,1,,
Victoria,BREAMLEA,3227,2,,
Victoria,BRENANAH,3517,5,,
Victoria,BREWSTER,3352,5,,
Victoria,BRIAGOLONG,3860,5,,
Victoria,BRIAR HILL,3088,1,,
Victoria,BRIDGE CREEK,3723,5,,
Victoria,BRIDGEWATER (VIC),3516,5,,
Victoria,BRIDGEWATER NORTH,3516,5,,
Victoria,BRIDGEWATER ON LODDON,3516,5,,
Victoria,BRIGHT (VIC),3741,5,,
Victoria,BRIGHTON (VIC),3186,1,,
Victoria,BRIGHTON EAST,3187,1,,
Victoria,BRIM,3391,5,,
Victoria,BRIMBOAL,3312,5,,
Victoria,BRIMIN,3685,5,,
Victoria,BRIMPAEN,3401,5,,
Victoria,BRINGALBERT,3319,5,,
Victoria,BRIT BRIT,3315,5,,
Victoria,BROADFORD,3658,5,,
Victoria,BROADLANDS,3875,5,,
Victoria,BROADMEADOWS (VIC),3047,1,,
Victoria,BROADWATER (VIC),3301,5,,
Victoria,BRODRIBB RIVER,3888,5,,
Victoria,BROKEN CREEK,3673,5,,
Victoria,BROMLEY,3472,5,,
Victoria,BROOKFIELD (VIC),3338,1,,
Victoria,BROOKLYN (VIC),3012,1,,
Victoria,BROOKVILLE,3896,5,,
Victoria,BROOMFIELD,3364,2,,
Victoria,BROUGHTON (VIC),3418,5,,
Victoria,BROWN HILL (VIC),3350,2,,
Victoria,BROWNS PLAINS (VIC),3685,2,,
Victoria,BRUARONG,3749,5,,
Victoria,BRUCKNELL,3268,5,,
Victoria,BRUMBY,3885,5,,
Victoria,BRUNSWICK (VIC),3056,1,,
Victoria,BRUNSWICK EAST,3057,1,,
Victoria,BRUNSWICK WEST,3055,1,,
Victoria,BRUTHEN,3885,5,,
Victoria,BUANGOR,3375,5,,
Victoria,BUCHAN,3885,5,,
Victoria,BUCHAN SOUTH,3885,5,,
Victoria,BUCKLAND (VIC),3740,5,,
Victoria,BUCKLEY,3240,5,,
Victoria,BUCKLEY SWAMP,3301,5,,
Victoria,BUCKRABANYULE,3525,5,,
Victoria,BUDGEE BUDGEE (VIC),3862,5,,
Victoria,BUDGEREE,3870,5,,
Victoria,BUDGERUM EAST,3579,5,,
Victoria,BUFFALO,3958,5,,
Victoria,BUFFALO RIVER,3737,5,,
Victoria,BULART,3314,5,,
Victoria,BULDAH,3890,6,,
Victoria,BULGA (VIC),3586,5,,
Victoria,BULGANA,3377,5,,
Victoria,BULLA (VIC),3428,1,,
Victoria,BULLAHARRE,3266,5,,
Victoria,BULLAROOK,3352,2,,
Victoria,BULLARTO,3461,5,,
Victoria,BULLARTO SOUTH,3461,5,,
Victoria,BULLEEN,3105,1,,
Victoria,BULLENGAROOK,3437,4,,
Victoria,BULLIOH,3700,5,,
Victoria,BULLUMWAAL,3875,5,,
Victoria,BULN BULN,3821,4,,
Victoria,BULN BULN EAST,3821,5,,
Victoria,BUMBERRAH,3902,5,,
Victoria,BUNBARTHA,3634,3,,
Victoria,BUNDALAGUAH,3851,4,,
Victoria,BUNDALONG,3730,5,,
Victoria,BUNDALONG SOUTH,3730,5,,
Victoria,BUNDARA,3898,5,,
Victoria,BUNDING,3342,5,,
Victoria,BUNDOORA (LA TROBE UNIVERSITY),3086,1,,
Victoria,BUNDOORA (VIC),3083,1,,
Victoria,BUNG BONG,3465,5,,
Victoria,BUNGADOR,3260,5,,
Victoria,BUNGAL,3334,5,,
Victoria,BUNGALALLY,3401,3,,
Victoria,BUNGAREE (VIC),3352,2,,
Victoria,BUNGEET,3726,5,,
Victoria,BUNGEET WEST,3726,5,,
Victoria,BUNGIL (VIC),3691,5,,
Victoria,BUNGULUKE,3527,5,,
Victoria,BUNINYONG,3357,2,,
Victoria,BUNKERS HILL,3352,2,,
Victoria,BUNYIP,3815,4,,
Victoria,BUNYIP NORTH,3815,5,,
Victoria,BURAGWONDUC,3858,5,,
Victoria,BURKES BRIDGE,3568,5,,
Victoria,BURKES FLAT,3475,5,,
Victoria,BURNBANK,3371,5,,
Victoria,BURNEWANG,3558,5,,
Victoria,BURNLEY,3121,1,,
Victoria,BURNSIDE (VIC),3023,1,,
Victoria,BURNSIDE HEIGHTS,3023,1,,
Victoria,BURRAMBOOT,3559,5,,
Victoria,BURRAMINE,3730,5,,
Victoria,BURRAMINE SOUTH,3730,5,,
Victoria,BURROWYE,3709,5,,
Victoria,BURRUMBEET,3352,5,,
Victoria,BURWOOD (VIC),3125,1,,
Victoria,BURWOOD EAST,3151,1,,
Victoria,BUSHFIELD,3281,3,,
Victoria,BUSHY PARK (VIC),3860,5,,
Victoria,BUTCHERS RIDGE,3885,6,,
Victoria,BUXTON (VIC),3711,5,,
Victoria,BYADUK,3301,5,,
Victoria,BYADUK NORTH,3300,5,,
Victoria,BYAWATHA,3678,3,,
Victoria,BYLANDS,3762,4,,
Victoria,BYRNESIDE,3617,5,,
Victoria,CABARITA (VIC),3505,3,,
Victoria,CABBAGE TREE,3364,2,,
Victoria,CABBAGE TREE CREEK,3889,5,,
Victoria,CADELLO,3442,5,,
Victoria,CAIRNLEA,3023,1,,
Victoria,CALDER PARK,3037,1,,
Victoria,CALDERMEADE,3984,5,,
Victoria,CALIFORNIA GULLY,3556,2,,
Victoria,CALIVIL,3573,5,,
Victoria,CALLAWADDA,3387,5,,
Victoria,CALLIGNEE,3844,3,,
Victoria,CALLIGNEE NORTH,3844,5,,
Victoria,CALLIGNEE SOUTH,3844,5,,
Victoria,CALROSSIE,3971,5,,
Victoria,CALULU,3875,5,,
Victoria,CAMBARVILLE,3779,5,,
Victoria,CAMBERWELL (VIC),3124,1,,
Victoria,CAMBRIAN HILL,3352,2,,
Victoria,CAMPBELLFIELD,3061,1,,
Victoria,CAMPBELLS BRIDGE,3387,5,,
Victoria,CAMPBELLS CREEK,3451,4,,
Victoria,CAMPBELLS FOREST,3556,2,,
Victoria,CAMPBELLTOWN (VIC),3364,5,,
Victoria,CAMPERDOWN (VIC),3260,5,,
Victoria,CANADIAN,3350,2,,
Victoria,CANARY ISLAND,3537,5,,
Victoria,CANIAMBO,3630,5,,
Victoria,CANN RIVER,3890,6,,
Victoria,CANNIE,3540,5,,
Victoria,CANNONS CREEK,3977,2,,
Victoria,CANNUM,3393,5,,
Victoria,CANTERBURY (VIC),3126,1,,
Victoria,CAPE BRIDGEWATER,3305,5,,
Victoria,CAPE CLEAR,3351,5,,
Victoria,CAPE CONRAN,3888,5,,
Victoria,CAPE OTWAY,3233,5,,
Victoria,CAPE PATERSON,3995,4,,
Victoria,CAPE SCHANCK,3939,2,,
Victoria,CAPE WOOLAMAI,3925,5,,
Victoria,CAPELS CROSSING,3579,5,,
Victoria,CARAG CARAG,3623,5,,
Victoria,CARALULUP,3371,5,,
Victoria,CARAMUT,3274,5,,
Victoria,CARAPOOEE,3477,5,,
Victoria,CARAPOOEE WEST,3477,5,,
Victoria,CARAPOOK,3312,5,,
Victoria,CARBOOR,3678,5,,
Victoria,CARDIGAN,3352,2,,
Victoria,CARDIGAN VILLAGE,3352,2,,
Victoria,CARDINIA,3978,2,,
Victoria,CARDROSS,3496,3,,
Victoria,CARGERIE,3334,2,,
Victoria,CARINA (VIC),3512,6,,
Victoria,CARINGAL,3825,5,,
Victoria,CARISBROOK,3464,4,,
Victoria,CARLISLE RIVER,3239,5,,
Victoria,CARLSRUHE,3442,5,,
Victoria,CARLTON (VIC),3053,1,,
Victoria,CARLTON NORTH,3054,1,,
Victoria,CARLYLE,3685,5,,
Victoria,CARNEGIE,3163,1,,
Victoria,CARNGHAM,3351,2,,
Victoria,CAROLINE SPRINGS,3023,1,,
Victoria,CARPENDEIT,3260,5,,
Victoria,CARRAJUNG,3844,5,,
Victoria,CARRAJUNG LOWER,3844,5,,
Victoria,CARRAJUNG SOUTH,3844,5,,
Victoria,CARRANBALLAC,3361,5,,
Victoria,CARRON,3480,5,,
Victoria,CARRUM,3197,1,,
Victoria,CARRUM DOWNS,3201,1,,
Victoria,CARWARP,3494,5,,
Victoria,CASHMORE,3305,5,,
Victoria,CASSILIS (VIC),3898,5,,
Victoria,CASTELLA,3777,5,,
Victoria,CASTERTON,3311,5,,
Victoria,CASTLE CREEK (VIC),3691,2,,
Victoria,CASTLE DONNINGTON,3585,5,,
Victoria,CASTLEMAINE,3450,4,,
Victoria,CATANI,3981,5,,
Victoria,CATHCART (VIC),3377,4,,
Victoria,CATHKIN,3714,5,,
Victoria,CATUMNAL,3537,5,,
Victoria,CAULFIELD,3162,1,,
Victoria,CAULFIELD EAST,3145,1,,
Victoria,CAULFIELD NORTH,3161,1,,
Victoria,CAULFIELD SOUTH,3162,1,,
Victoria,CAVEAT,3660,5,,
Victoria,CAVENDISH,3314,5,,
Victoria,CERES,3221,1,,
Victoria,CHADSTONE,3148,1,,
Victoria,CHANDLERS CREEK,3890,6,,
Victoria,CHAPEL FLAT,3352,2,,
Victoria,CHAPPLE VALE,3239,5,,
Victoria,CHARAM,3318,5,,
Victoria,CHARLEMONT,3217,1,,
Victoria,CHARLEROI,3695,5,,
Victoria,CHARLTON (VIC),3525,5,,
Victoria,CHATSWORTH (VIC),3379,5,,
Victoria,CHELSEA,3196,1,,
Victoria,CHELSEA HEIGHTS,3196,1,,
Victoria,CHELTENHAM (VIC),3192,1,,
Victoria,CHEPSTOWE,3351,5,,
Victoria,CHEROKEE,3434,5,,
Victoria,CHERRYPOOL,3401,5,,
Victoria,CHESHUNT,3678,5,,
Victoria,CHESHUNT SOUTH,3678,5,,
Victoria,CHESNEY VALE,3725,5,,
Victoria,CHETWYND,3312,5,,
Victoria,CHEWTON,3451,4,,
Victoria,CHEWTON BUSHLANDS,3451,4,,
Victoria,CHILDERS (VIC),3824,5,,
Victoria,CHILLINGOLLAH,3585,5,,
Victoria,CHILTERN,3683,5,,
Victoria,CHILTERN VALLEY,3683,5,,
Victoria,CHINANGIN,3544,5,,
Victoria,CHINKAPOOK,3546,5,,
Victoria,CHINTIN,3756,5,,
Victoria,CHIRNSIDE PARK,3116,1,,
Victoria,CHIRRIP,3525,5,,
Victoria,CHOCOLYN,3260,5,,
Victoria,CHRISTMAS HILLS (VIC),3775,2,,
Victoria,CHUM CREEK,3777,4,,
Victoria,CHURCHILL (VIC),3842,3,,
Victoria,CHURCHILL ISLAND,3925,5,,
Victoria,CHUTE,3373,5,,
Victoria,CLARENDON (VIC),3352,2,,
Victoria,CLARETOWN,3352,2,,
Victoria,CLARINDA,3169,1,,
Victoria,CLARKEFIELD,3430,3,,
Victoria,CLARKES HILL,3352,2,,
Victoria,CLAYTON,3168,1,,
Victoria,CLAYTON (MONASH UNIVERSITY),3800,1,,
Victoria,CLAYTON SOUTH,3169,1,,
Victoria,CLEAR LAKE,3409,5,,
Victoria,CLEMATIS,3782,1,,
Victoria,CLIFTON CREEK,3875,5,,
Victoria,CLIFTON HILL,3068,1,,
Victoria,CLIFTON SPRINGS,3222,2,,
Victoria,CLONBINANE,3658,5,,
Victoria,CLOVER FLAT,3315,5,,
Victoria,CLOVERLEA,3822,4,,
Victoria,CLUB TERRACE,3889,6,,
Victoria,CLUNES (VIC),3370,5,,
Victoria,CLYDE (VIC),3978,1,,
Victoria,CLYDE NORTH,3978,1,,
Victoria,CLYDEBANK,3851,4,,
Victoria,CLYDESDALE (VIC),3461,5,,
Victoria,COALVILLE,3825,3,,
Victoria,COBAINS,3851,4,,
Victoria,COBAW,3442,5,,
Victoria,COBBANNAH,3862,5,,
Victoria,COBBERAS,3900,5,,
Victoria,COBDEN,3266,5,,
Victoria,COBRAM,3644,4,,
Victoria,COBRAM EAST,3644,4,,
Victoria,COBRICO,3266,5,,
Victoria,COBUNGRA,3898,5,,
Victoria,COBURG,3058,1,,
Victoria,COBURG NORTH,3058,1,,
Victoria,COCAMBA,3546,5,,
Victoria,COCHRANES CREEK,3475,5,,
Victoria,COCKATOO (VIC),3781,1,,
Victoria,COCOROC,3030,1,,
Victoria,CODRINGTON (VIC),3285,5,,
Victoria,COGHILLS CREEK,3364,2,,
Victoria,COHUNA,3568,5,,
Victoria,COIMADAI,3340,3,,
Victoria,COKUM,3542,5,,
Victoria,COLAC,3250,4,,
Victoria,COLAC COLAC,3707,5,,
Victoria,COLAC EAST,3250,4,,
Victoria,COLAC WEST,3250,4,,
Victoria,COLBINABBIN,3559,5,,
Victoria,COLBROOK,3342,5,,
Victoria,COLDSTREAM (VIC),3770,1,,
Victoria,COLERAINE,3315,5,,
Victoria,COLIGNAN,3494,5,,
Victoria,COLLINGWOOD (VIC),3066,1,,
Victoria,COMBIENBAR,3889,6,,
Victoria,CONCONGELLA,3384,5,,
Victoria,CONDAH,3303,5,,
Victoria,CONDAH SWAMP,3286,5,,
Victoria,CONGUPNA,3633,3,,
Victoria,CONNEWARRE,3227,2,,
Victoria,CONNEWIRRICOO,3318,5,,
Victoria,COOJAR,3315,5,,
Victoria,COOLAROO,3048,1,,
Victoria,COOMA (VIC),3616,5,,
Victoria,COOMBOONA,3629,3,,
Victoria,COOMOORA,3461,5,,
Victoria,COONGULLA,3860,5,,
Victoria,COONOOER BRIDGE,3477,5,,
Victoria,COONOOER WEST,3477,5,,
Victoria,COOPERS CREEK,3825,5,,
Victoria,COORIEMUNGLE,3268,5,,
Victoria,COPE COPE,3480,5,,
Victoria,CORA LYNN,3814,5,,
Victoria,CORACK,3480,5,,
Victoria,CORACK EAST,3480,5,,
Victoria,CORAGULAC,3249,5,,
Victoria,CORAL BANK,3691,5,,
Victoria,CORINDHAP,3352,5,,
Victoria,CORINELLA (VIC),3984,5,,
Victoria,CORIO,3214,1,,
Victoria,CORNDALE (VIC),3311,5,,
Victoria,CORNELLA,3551,5,,
Victoria,CORNISHTOWN,3683,5,,
Victoria,CORONET BAY,3984,5,,
Victoria,COROP,3559,5,,
Victoria,COROROOKE,3254,4,,
Victoria,CORRINGLE,3888,5,,
Victoria,CORRYONG,3707,5,,
Victoria,CORUNNUN,3249,5,,
Victoria,COSGROVE (VIC),3631,5,,
Victoria,COSGROVE SOUTH,3631,5,,
Victoria,COSTERFIELD,3523,5,,
Victoria,COTSWOLD,3465,5,,
Victoria,COTTLES BRIDGE,3099,2,,
Victoria,COWA,3862,5,,
Victoria,COWANGIE,3506,6,,
Victoria,COWES,3922,5,,
Victoria,COWLEYS CREEK,3268,5,,
Victoria,COWWARR,3857,5,,
Victoria,CRAIGIE (VIC),3465,4,,
Victoria,CRAIGIEBURN,3064,1,,
Victoria,CRANBOURNE,3977,1,,
Victoria,CRANBOURNE EAST,3977,1,,
Victoria,CRANBOURNE NORTH,3977,1,,
Victoria,CRANBOURNE SOUTH,3977,1,,
Victoria,CRANBOURNE WEST,3977,1,,
Victoria,CREEK JUNCTION,3669,5,,
Victoria,CREIGHTONS CREEK,3666,5,,
Victoria,CREMORNE (VIC),3121,1,,
Victoria,CRESSY (VIC),3322,5,,
Victoria,CRESWICK,3363,2,,
Victoria,CRESWICK NORTH,3363,5,,
Victoria,CRIB POINT,3919,1,,
Victoria,CROOKAYAN,3858,5,,
Victoria,CROOKED RIVER,3862,5,,
Victoria,CROSS ROADS (VIC),3373,5,,
Victoria,CROSSLEY,3283,5,,
Victoria,CROSSOVER,3821,5,,
Victoria,CROWLANDS,3377,5,,
Victoria,CROXTON EAST,3301,5,,
Victoria,CROYDON (VIC),3136,1,,
Victoria,CROYDON HILLS,3136,1,,
Victoria,CROYDON NORTH,3136,1,,
Victoria,CROYDON SOUTH,3136,1,,
Victoria,CRYMELON,3393,5,,
Victoria,CUDGEE,3265,5,,
Victoria,CUDGEWA,3705,5,,
Victoria,CULGOA,3530,5,,
Victoria,CULLA,3315,5,,
Victoria,CULLEN,3568,5,,
Victoria,CULLULLERAINE,3496,5,,
Victoria,CUNDARE,3251,5,,
Victoria,CUNDARE NORTH,3251,5,,
Victoria,CURDIES RIVER,3268,5,,
Victoria,CURDIEVALE,3268,5,,
Victoria,CURLEWIS (VIC),3222,2,,
Victoria,CURYO,3483,5,,
Victoria,DADSWELLS BRIDGE,3385,5,,
Victoria,DAISY HILL (VIC),3465,4,,
Victoria,DALES CREEK,3341,5,,
Victoria,DALLAS,3047,1,,
Victoria,DALMORE,3981,2,,
Victoria,DALTONS BRIDGE,3568,5,,
Victoria,DALYENONG,3477,5,,
Victoria,DALYSTON,3992,4,,
Victoria,DANDENONG,3175,1,,
Victoria,DANDENONG NORTH,3175,1,,
Victoria,DANDENONG SOUTH,3175,1,,
Victoria,DANDONGADALE,3737,5,,
Victoria,DARGO,3862,5,,
Victoria,DARLEY,3340,3,,
Victoria,DARLIMURLA,3871,5,,
Victoria,DARLINGTON (VIC),3271,5,,
Victoria,DARNUM,3822,4,,
Victoria,DARRAWEIT GUIM,3756,5,,
Victoria,DARRIMAN,3851,5,,
Victoria,DARTMOOR (VIC),3304,5,,
Victoria,DARTMOUTH,3701,5,,
Victoria,DAWSON (VIC),3858,5,,
Victoria,DAYLESFORD,3460,5,,
Victoria,DEAN,3363,2,,
Victoria,DEANS MARSH,3235,5,,
Victoria,DEDDICK VALLEY,3888,6,,
Victoria,DEDERANG,3691,5,,
Victoria,DEEP LEAD,3385,4,,
Victoria,DEEPDENE (VIC),3103,1,,
Victoria,DEER PARK,3023,1,,
Victoria,DELACOMBE,3356,2,,
Victoria,DELAHEY,3037,1,,
Victoria,DELATITE,3723,5,,
Victoria,DELBURN,3871,5,,
Victoria,DELEGATE RIVER,3888,6,,
Victoria,DENICULL CREEK,3377,4,,
Victoria,DENISON,3858,5,,
Victoria,DENNINGTON,3280,3,,
Victoria,DENVER,3461,5,,
Victoria,DEPTFORD,3875,5,,
Victoria,DERBY (VIC),3516,5,,
Victoria,DEREEL,3352,5,,
Victoria,DERGHOLM,3312,5,,
Victoria,DERRIMUT,3030,1,,
Victoria,DERRINAL,3523,5,,
Victoria,DERRINALLUM,3325,5,,
Victoria,DEVENISH,3726,5,,
Victoria,DEVILS RIVER,3714,5,,
Victoria,DEVON MEADOWS,3977,1,,
Victoria,DEVON NORTH,3971,5,,
Victoria,DEWHURST,3808,1,,
Victoria,DHURRINGILE,3610,5,,
Victoria,DIAMOND CREEK,3089,1,,
Victoria,DIGBY,3309,5,,
Victoria,DIGGERS REST,3427,1,,
Victoria,DIGGORA,3561,5,,
Victoria,DIMBOOLA,3414,5,,
Victoria,DINGEE,3571,5,,
Victoria,DINGLEY VILLAGE,3172,1,,
Victoria,DINGWALL,3579,5,,
Victoria,DINNER PLAIN,3898,5,,
Victoria,DIXIE (VIC),3265,5,,
Victoria,DIXONS CREEK,3775,2,,
Victoria,DOBIE,3377,5,,
Victoria,DOCKER,3678,3,,
Victoria,DOCKERS PLAINS,3678,3,,
Victoria,DOCKLANDS,3008,1,,
Victoria,DOCKLANDS (WORLD TRADE CENTRE),3005,1,,
Victoria,DOCTORS FLAT,3895,5,,
Victoria,DOLLAR,3871,5,,
Victoria,DON VALLEY,3139,2,,
Victoria,DONALD,3480,5,,
Victoria,DONCASTER,3108,1,,
Victoria,DONCASTER EAST,3109,1,,
Victoria,DONNYBROOK (VIC),3064,2,,
Victoria,DONVALE,3111,1,,
Victoria,DOOBOOBETIC,3478,5,,
Victoria,DOOEN,3401,3,,
Victoria,DOOKIE,3646,5,,
Victoria,DOOKIE COLLEGE,3647,5,,
Victoria,DOREEN,3754,1,,
Victoria,DORODONG,3312,5,,
Victoria,DOUBLE BRIDGES,3893,5,,
Victoria,DOUGLAS (VIC),3409,5,,
Victoria,DOVETON,3177,1,,
Victoria,DREEITE,3249,5,,
Victoria,DREEITE SOUTH,3249,5,,
Victoria,DRIFFIELD,3840,3,,
Victoria,DRIK DRIK,3304,5,,
Victoria,DROMANA,3936,1,,
Victoria,DROPMORE,3660,5,,
Victoria,DROUIN,3818,4,,
Victoria,DROUIN EAST,3818,4,,
Victoria,DROUIN SOUTH,3818,4,,
Victoria,DROUIN WEST,3818,4,,
Victoria,DRUMANURE,3636,5,,
Victoria,DRUMBORG,3304,5,,
Victoria,DRUMCONDRA,3215,1,,
Victoria,DRUMMARTIN,3570,5,,
Victoria,DRUMMOND,3461,5,,
Victoria,DRUMMOND NORTH,3446,5,,
Victoria,DRUNG,3401,3,,
Victoria,DRY DIGGINGS,3461,5,,
Victoria,DRYSDALE,3222,2,,
Victoria,DUCHEMBEGARRA,3409,5,,
Victoria,DUMBALK,3956,5,,
Victoria,DUMBALK NORTH,3956,5,,
Victoria,DUMOSA,3527,5,,
Victoria,DUNACH,3371,5,,
Victoria,DUNDONNELL,3271,5,,
Victoria,DUNKELD (VIC),3294,5,,
Victoria,DUNLUCE,3472,5,,
Victoria,DUNNEWORTHY,3377,5,,
Victoria,DUNNSTOWN,3352,2,,
Victoria,DUNOLLY (VIC),3472,5,,
Victoria,DUNROBIN (VIC),3312,5,,
Victoria,DURDIDWARRAH,3342,5,,
Victoria,DURHAM LEAD,3352,2,,
Victoria,DURHAM OX,3576,5,,
Victoria,DUTSON,3851,5,,
Victoria,DUTSON DOWNS,3851,5,,
Victoria,DUTTON WAY,3305,4,,
Victoria,DUVERNEY,3323,5,,
Victoria,EAGLE POINT,3878,4,,
Victoria,EAGLEHAWK,3556,2,,
Victoria,EAGLEHAWK NORTH,3556,2,,
Victoria,EAGLEMONT,3084,1,,
Victoria,EARLSTON,3669,5,,
Victoria,EAST BAIRNSDALE,3875,4,,
Victoria,EAST BENDIGO,3550,2,,
Victoria,EAST GEELONG,3219,1,,
Victoria,EAST MELBOURNE,3002,1,,
